id,nume_actiune,timestamp,thread_name
84,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
85,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
86,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
87,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
88,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
89,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
90,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
91,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
92,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
93,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
94,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
95,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
96,Add client for spectacle,Wed May 15 20:54:54 EEST 2019,main
97,Get spectacles name,Wed May 15 20:54:54 EEST 2019,main
98,Select spectacle,Wed May 15 20:55:00 EEST 2019,AWT-EventQueue-0
99,Get selected spectacle,Wed May 15 20:55:00 EEST 2019,AWT-EventQueue-0
100,Get spectacle seats,Wed May 15 20:55:00 EEST 2019,AWT-EventQueue-0
101,Create Client,Wed May 15 20:55:20 EEST 2019,AWT-EventQueue-0
102,Add client for spectacle,Wed May 15 20:55:20 EEST 2019,AWT-EventQueue-0
103,Select spectacle,Wed May 15 20:55:31 EEST 2019,AWT-EventQueue-0
104,Get selected spectacle,Wed May 15 20:55:31 EEST 2019,AWT-EventQueue-0
105,Get spectacle seats,Wed May 15 20:55:31 EEST 2019,AWT-EventQueue-0
106,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
107,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
108,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
109,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
110,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
111,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
112,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
113,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
114,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
115,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
116,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
117,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
118,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
119,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
120,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
121,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
122,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
123,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
124,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
125,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
126,Add client for spectacle,Wed May 15 20:58:14 EEST 2019,main
127,Get spectacles name,Wed May 15 20:58:14 EEST 2019,main
128,Select spectacle,Wed May 15 20:58:24 EEST 2019,AWT-EventQueue-0
129,Get selected spectacle,Wed May 15 20:58:24 EEST 2019,AWT-EventQueue-0
130,Get spectacle seats,Wed May 15 20:58:24 EEST 2019,AWT-EventQueue-0
131,Add client for spectacle,Wed May 15 21:28:55 EEST 2019,main
132,Add client for spectacle,Wed May 15 21:28:55 EEST 2019,main
133,Add client for spectacle,Wed May 15 21:28:55 EEST 2019,main
134,Add client for spectacle,Wed May 15 21:28:55 EEST 2019,main
135,Add client for spectacle,Wed May 15 21:28:55 EEST 2019,main
136,Add client for spectacle,Wed May 15 21:28:55 EEST 2019,main
137,Add client for spectacle,Wed May 15 21:28:55 EEST 2019,main
138,Add client for spectacle,Wed May 15 21:28:55 EEST 2019,main
139,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
140,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
141,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
142,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
143,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
144,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
145,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
146,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
147,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
148,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
149,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
150,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
151,Add client for spectacle,Wed May 15 21:28:56 EEST 2019,main
152,Get spectacles name,Wed May 15 21:28:57 EEST 2019,main
153,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
154,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
155,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
156,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
157,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
158,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
159,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
160,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
161,Add client for spectacle,Wed May 15 21:44:09 EEST 2019,main
162,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
163,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
164,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
165,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
166,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
167,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
168,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
169,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
170,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
171,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
172,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
173,Add client for spectacle,Wed May 15 21:44:10 EEST 2019,main
174,Get spectacles name,Wed May 15 21:44:10 EEST 2019,main
175,Add client for spectacle,Wed May 15 21:44:47 EEST 2019,main
176,Add client for spectacle,Wed May 15 21:44:47 EEST 2019,main
177,Add client for spectacle,Wed May 15 21:44:47 EEST 2019,main
178,Add client for spectacle,Wed May 15 21:44:47 EEST 2019,main
179,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
180,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
181,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
182,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
183,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
184,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
185,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
186,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
187,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
188,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
189,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
190,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
191,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
192,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
193,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
194,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
195,Add client for spectacle,Wed May 15 21:44:48 EEST 2019,main
196,Get spectacles name,Wed May 15 21:44:48 EEST 2019,main
197,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
198,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
199,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
200,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
201,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
202,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
203,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
204,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
205,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
206,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
207,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
208,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
209,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
210,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
211,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
212,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
213,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
214,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
215,Add client for spectacle,Wed May 15 21:47:09 EEST 2019,main
216,Add client for spectacle,Wed May 15 21:47:10 EEST 2019,main
217,Add client for spectacle,Wed May 15 21:47:10 EEST 2019,main
218,Get spectacles name,Wed May 15 21:47:10 EEST 2019,main
219,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
220,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
221,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
222,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
223,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
224,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
225,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
226,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
227,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
228,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
229,Add client for spectacle,Wed May 15 21:49:37 EEST 2019,main
230,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
231,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
232,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
233,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
234,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
235,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
236,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
237,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
238,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
239,Add client for spectacle,Wed May 15 21:49:38 EEST 2019,main
240,Get spectacles name,Wed May 15 21:49:38 EEST 2019,main
241,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
242,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
243,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
244,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
245,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
246,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
247,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
248,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
249,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
250,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
251,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
252,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
253,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
254,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
255,Add client for spectacle,Wed May 15 21:51:25 EEST 2019,main
256,Add client for spectacle,Wed May 15 21:51:26 EEST 2019,main
257,Add client for spectacle,Wed May 15 21:51:26 EEST 2019,main
258,Add client for spectacle,Wed May 15 21:51:26 EEST 2019,main
259,Add client for spectacle,Wed May 15 21:51:26 EEST 2019,main
260,Add client for spectacle,Wed May 15 21:51:26 EEST 2019,main
261,Add client for spectacle,Wed May 15 21:51:26 EEST 2019,main
262,Get spectacles name,Wed May 15 21:51:26 EEST 2019,main
263,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
264,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
265,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
266,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
267,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
268,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
269,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
270,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
271,Add client for spectacle,Wed May 15 22:06:06 EEST 2019,main
272,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
273,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
274,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
275,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
276,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
277,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
278,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
279,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
280,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
281,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
282,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
283,Add client for spectacle,Wed May 15 22:06:07 EEST 2019,main
284,Get spectacles name,Wed May 15 22:06:07 EEST 2019,main
285,Add client for spectacle,Thu May 16 00:31:37 EEST 2019,main
286,Add client for spectacle,Thu May 16 00:31:39 EEST 2019,main
287,Add client for spectacle,Thu May 16 00:31:40 EEST 2019,main
288,Add client for spectacle,Thu May 16 00:31:41 EEST 2019,main
289,Add client for spectacle,Thu May 16 00:33:11 EEST 2019,main
290,Add client for spectacle,Thu May 16 00:34:57 EEST 2019,main
291,Add client for spectacle,Thu May 16 00:34:57 EEST 2019,main
292,Add client for spectacle,Thu May 16 00:34:57 EEST 2019,main
293,Add client for spectacle,Thu May 16 00:34:57 EEST 2019,main
294,Add client for spectacle,Thu May 16 00:34:57 EEST 2019,main
295,Add client for spectacle,Thu May 16 00:34:57 EEST 2019,main
296,Add client for spectacle,Thu May 16 00:34:58 EEST 2019,main
297,Add client for spectacle,Thu May 16 00:34:58 EEST 2019,main
298,Add client for spectacle,Thu May 16 00:35:00 EEST 2019,main
299,Add client for spectacle,Thu May 16 00:35:00 EEST 2019,main
300,Add client for spectacle,Thu May 16 00:35:01 EEST 2019,main
301,Add client for spectacle,Thu May 16 00:35:01 EEST 2019,main
302,Add client for spectacle,Thu May 16 00:35:01 EEST 2019,main
303,Add client for spectacle,Thu May 16 00:35:02 EEST 2019,main
304,Add client for spectacle,Thu May 16 00:35:02 EEST 2019,main
305,Add client for spectacle,Thu May 16 00:35:02 EEST 2019,main
306,Add client for spectacle,Thu May 16 00:35:03 EEST 2019,main
307,Add client for spectacle,Thu May 16 00:35:03 EEST 2019,main
308,Add client for spectacle,Thu May 16 00:35:03 EEST 2019,main
309,Add client for spectacle,Thu May 16 00:35:03 EEST 2019,main
310,Add client for spectacle,Thu May 16 00:35:03 EEST 2019,main
311,Get spectacles name,Thu May 16 00:35:04 EEST 2019,main
312,Select spectacle,Thu May 16 00:35:13 EEST 2019,AWT-EventQueue-0
313,Get selected spectacle,Thu May 16 00:35:13 EEST 2019,AWT-EventQueue-0
314,Get spectacle seats,Thu May 16 00:35:13 EEST 2019,AWT-EventQueue-0
315,Select spectacle,Thu May 16 00:35:17 EEST 2019,AWT-EventQueue-0
316,Get selected spectacle,Thu May 16 00:35:17 EEST 2019,AWT-EventQueue-0
317,Get spectacle seats,Thu May 16 00:35:17 EEST 2019,AWT-EventQueue-0
318,Select spectacle,Thu May 16 00:35:20 EEST 2019,AWT-EventQueue-0
319,Get selected spectacle,Thu May 16 00:35:20 EEST 2019,AWT-EventQueue-0
320,Get spectacle seats,Thu May 16 00:35:20 EEST 2019,AWT-EventQueue-0
321,Add client for spectacle,Thu May 16 00:37:23 EEST 2019,main
322,Add client for spectacle,Thu May 16 00:37:23 EEST 2019,main
323,Add client for spectacle,Thu May 16 00:37:23 EEST 2019,main
324,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
325,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
326,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
327,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
328,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
329,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
330,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
331,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
332,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
333,Add client for spectacle,Thu May 16 00:37:24 EEST 2019,main
334,Add client for spectacle,Thu May 16 00:37:25 EEST 2019,main
335,Add client for spectacle,Thu May 16 00:37:25 EEST 2019,main
336,Add client for spectacle,Thu May 16 00:37:25 EEST 2019,main
337,Add client for spectacle,Thu May 16 00:37:25 EEST 2019,main
338,Add client for spectacle,Thu May 16 00:37:25 EEST 2019,main
339,Add client for spectacle,Thu May 16 00:37:25 EEST 2019,main
340,Add client for spectacle,Thu May 16 00:37:25 EEST 2019,main
341,Add client for spectacle,Thu May 16 00:37:25 EEST 2019,main
342,Get spectacles name,Thu May 16 00:37:25 EEST 2019,main
343,Select spectacle,Thu May 16 00:37:30 EEST 2019,AWT-EventQueue-0
344,Get selected spectacle,Thu May 16 00:37:30 EEST 2019,AWT-EventQueue-0
345,Get spectacle seats,Thu May 16 00:37:30 EEST 2019,AWT-EventQueue-0
346,Select spectacle,Thu May 16 00:37:36 EEST 2019,AWT-EventQueue-0
347,Get selected spectacle,Thu May 16 00:37:36 EEST 2019,AWT-EventQueue-0
348,Get spectacle seats,Thu May 16 00:37:36 EEST 2019,AWT-EventQueue-0
349,Select spectacle,Thu May 16 00:37:40 EEST 2019,AWT-EventQueue-0
350,Select spectacle,Thu May 16 00:38:07 EEST 2019,AWT-EventQueue-0
351,Select spectacle,Thu May 16 00:38:08 EEST 2019,AWT-EventQueue-0
352,Select spectacle,Thu May 16 00:38:10 EEST 2019,AWT-EventQueue-0
353,Select spectacle,Thu May 16 00:38:11 EEST 2019,AWT-EventQueue-0
354,Get selected spectacle,Thu May 16 00:38:11 EEST 2019,AWT-EventQueue-0
355,Get spectacle seats,Thu May 16 00:38:11 EEST 2019,AWT-EventQueue-0
356,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
357,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
358,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
359,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
360,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
361,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
362,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
363,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
364,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
365,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
366,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
367,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
368,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
369,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
370,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
371,Add client for spectacle,Thu May 16 00:40:24 EEST 2019,main
372,Add client for spectacle,Thu May 16 00:40:25 EEST 2019,main
373,Add client for spectacle,Thu May 16 00:40:25 EEST 2019,main
374,Add client for spectacle,Thu May 16 00:40:25 EEST 2019,main
375,Add client for spectacle,Thu May 16 00:40:25 EEST 2019,main
376,Add client for spectacle,Thu May 16 00:40:25 EEST 2019,main
377,Get spectacles name,Thu May 16 00:40:25 EEST 2019,main
378,Select spectacle,Thu May 16 00:40:30 EEST 2019,AWT-EventQueue-0
379,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
380,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
381,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
382,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
383,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
384,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
385,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
386,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
387,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
388,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
389,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
390,Add client for spectacle,Thu May 16 00:43:04 EEST 2019,main
391,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
392,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
393,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
394,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
395,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
396,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
397,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
398,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
399,Add client for spectacle,Thu May 16 00:43:05 EEST 2019,main
400,Get spectacles name,Thu May 16 00:43:05 EEST 2019,main
401,Select spectacle,Thu May 16 00:43:11 EEST 2019,AWT-EventQueue-0
402,Get selected spectacle,Thu May 16 00:43:11 EEST 2019,AWT-EventQueue-0
403,Get spectacle seats,Thu May 16 00:43:11 EEST 2019,AWT-EventQueue-0
404,Select spectacle,Thu May 16 00:43:17 EEST 2019,AWT-EventQueue-0
405,Get selected spectacle,Thu May 16 00:43:17 EEST 2019,AWT-EventQueue-0
